reservation_ask,mid_price,reservation_bid
101.3127085695712,100.45032335819549,99.95993814681977
101.26986361622332,100.41447840484761,99.9190931934719
101.18220344974559,100.27581823836988,99.83343302699417
101.19393056311655,100.35254535174084,99.84716014036512
101.26193882410783,100.48155361273211,99.9171684013564
101.1385804756862,100.36319526431049,99.79581005293478
101.10259661714022,100.33221140576451,99.76182619438879
101.06516106749861,100.3477758561229,99.72639064474718
101.09265287743025,100.37826766605454,99.75588245467884
101.13276460236573,100.46537939099001,99.79799417961429
101.10768712713624,100.39930191576053,99.77491670438482
101.1692386046469,100.4638533932712,99.8384681818955
101.27151708538113,100.56913187400542,99.9427466626297
101.36542438454424,100.70203917316853,100.03865396179282
101.38349082678356,100.72110561540785,100.05872040403214
101.52971375418953,100.83632854281382,100.2069433314381
101.41329773981077,100.72291252843506,100.09252731705935
101.52683295563695,100.83944774426124,100.20806253288553
101.5608639342812,100.87647872290549,100.24409351152977
101.6929373258653,101.01155211448959,100.37816690311388
101.60700768503499,100.95062247365928,100.29423726228357
101.7251353614743,101.04975015009859,100.41436493872287
101.7225842769565,101.06819906558079,100.41381385420507
101.85261867351406,101.18323346213835,100.54584825076265
101.76285276921328,101.09646755783757,100.45808234646185
101.76980367783818,101.09441846646247,100.46703325508676
101.6508499331005,100.9704647217248,100.35007951034909
101.63523130419972,100.961846092824,100.33646088144829
101.70998186115118,101.04359664977547,100.41321143839976
101.8426672831445,101.18328207176879,100.54789686039308
101.7497440261644,101.09735881478868,100.45697360341296
