reservation_ask,mid_price,reservation_bid
100.84538521137571,100.0,99.15461478862429
101.12724125361859,99.88485604224289,99.43847083086717
100.7164796310275,99.87309441965178,99.02970920827606
100.8081690803273,99.96578386895159,99.12339865757588
100.93287808310333,100.09149287172762,99.25010766035192
101.0529277291062,100.21254251773048,99.37215730635477
101.02531518147273,100.18592997009702,99.34654475872131
100.99519062664197,100.15680541526626,99.31842020389055
100.52303829814217,100.06965308676645,98.84826787539073
100.23344051215123,100.16105530077552,98.5606700893998
100.59399471352049,100.13860950214477,98.92322429076907
100.46369464242548,100.00730943104976,98.79492421967404
100.51829847054796,100.06091325917225,98.85152804779653
100.86134398937553,100.02895877799982,99.19657356662411
100.8053917558687,99.97400654449298,99.14262133311726
101.27669656366616,100.07631135229045,99.61592614091474
100.8634375765517,100.034052365176,99.20466715380029
100.75800759895264,99.92962238757693,99.10123717620121
100.7661450800184,99.93875986864269,99.11137465726698
100.87406870375786,100.04768349238215,99.22129828100644
100.8640380116366,100.03865280026088,99.21326758888516
100.73117113891915,99.90678592754344,99.08240071616773
100.76778859354951,99.9444033821738,99.1210181707981
100.71956445762473,99.89717924624901,99.07479403487329
100.7808002520924,99.95941504071669,99.13802982934098
100.82856091434623,100.00817570297052,99.18779049159481
100.5997632842592,100.12837807288348,98.96099286150776
100.65083257725234,100.17844736587664,99.01406215450092
100.88765425740431,100.0702690460286,99.25288383465289
101.00266807090654,100.18628285953082,99.3698976481551
101.02198473130673,100.20659951993102,99.3912143085553
101.13883519163193,100.32444998025622,99.51006476888051
101.17758703165674,100.36420182028102,99.55081660890531
100.83256824337694,100.35418303200123,99.20779782062552
101.17679619175675,100.36541098038104,99.55402576900534
101.46116461797097,100.32077940659525,99.84039419521953
101.18108903452791,100.3717038231522,99.56231861177649
101.16931100595941,100.36092579458371,99.552540583208
101.10028109098042,100.2928958796047,99.48551066822898
101.47139823192295,100.34301302054723,99.85862780917152
101.54524234399157,100.41985713261587,99.93447192124016
101.6167467894167,100.49436157804098,100.00797636666526
101.61629604458855,100.49691083321284,100.00952562183713
101.55534988601511,100.43896467463941,99.9505794632637
101.64569859113912,100.53231337976341,100.04292816838769
101.9964951532832,100.57610994190749,100.39572473053178
101.7170161304738,100.60963091909808,100.11824570772238
101.82083355461631,100.7164483432406,100.22406313186488
101.42490505169381,100.6275198403181,99.83013462894239
101.43432828443983,100.63794307306412,99.84155786168841
101.43953172073304,100.64414650935733,99.84876129798161
101.48231541419212,100.6879302028164,99.89354499144069
101.59441853327436,100.80103332189866,100.00764811052295
101.64742909246371,100.855043881088,100.06265866971228
101.54852269222201,100.7571374808463,99.96575226947058
101.47138492686655,100.68099971549084,99.89061450411513
101.53767858762141,100.7482933762457,99.95890816486998
101.62983983034388,100.84145461896817,100.05306940759246
101.78916481143573,100.71777960006001,100.21439438868431
101.81993048487857,100.75154527350286,100.24716006212714
101.8540103769349,100.78862516555918,100.28323995418347
102.0215676809593,100.68118246958359,100.45279725820788
101.64206640578499,100.58268119440928,100.07529598303356
101.36583821337746,100.58345300200175,99.80106779062604
101.28503975063053,100.50365453925482,99.72226932787912
101.44241393712237,100.39202872574666,99.88164351437094
101.52140227357171,100.474017062196,99.96263185082029
101.43355595504133,100.38917074366562,99.87678553228992
101.36903577482202,100.32765056344631,99.81426535207059
101.40991058658504,100.37152537520933,99.85714016383362
101.4977692392282,100.4623840278525,99.94699881647679
101.09930760887636,100.32492239750064,99.55053718612493
101.23333155894228,100.45994634756657,99.68656113619086
100.95466976780644,100.43628455643073,99.40989934505502
100.88451706260473,100.36513185122901,99.3417466398533
100.67716345415116,100.40677824277545,99.13639303139973
100.69586559961935,100.42248038824364,99.15709517686794
100.74329628211458,100.46691107073887,99.20652585936315
100.87239800168234,100.34901279030663,99.33762757893092
100.76755737449716,100.24317216312146,99.23478695174575
100.63411461305272,100.108729401677,99.10334419030129
100.68128609274119,100.15490088136548,99.15251566998977
100.57644305366462,100.04905784228892,99.04967263091321
100.53220287017231,100.00381765879659,99.00743244742088
100.5728993322286,100.04351412085289,99.05012890947718
100.45108624257122,99.92070103119552,98.93031581981981
100.54458714473246,100.01320193335674,99.02581672198103
100.42040816009374,99.88802294871803,98.90363773734232
100.52081119957317,99.98742598819747,99.00604077682176
100.45972900168302,99.9253437903073,98.94695857893159
100.44597815046409,99.91059293908837,98.93520772771267
100.69615377266247,99.94176856128676,99.18738334991106
100.58580323105602,99.8324180196803,99.07903280830459
100.7589829640466,99.79259775267089,99.25421254129517
100.89125304502558,99.92786783364987,99.38848262227417
100.88888688019608,99.92850166882037,99.38811645744465
100.60963709871218,99.86025188733647,99.11086667596076
100.4000136719076,99.8576284605319,98.90324324915619
100.5453482527333,99.79796304135759,99.05057782998188
100.45684696988495,99.71046175850924,98.96407654713353
100.47783808187226,99.73245287049656,98.98706765912085
100.60279524974061,99.6604100383649,99.11402482698918
100.70459441747522,99.56920920609952,99.2178239947238
100.8352617597481,99.5108765483724,99.35049133699668
100.84162381888615,99.52423860751044,99.35885339613472
100.71208379289513,99.40169858151943,99.23131337014371
100.78427316203638,99.48088795066069,99.30550273928498
100.78161052873195,99.48522531735624,99.30484010598052
100.61941374554709,99.51402853417139,99.14464332279567
100.39754664630446,99.47916143492876,98.92477622355305
100.18252535112697,99.44714013975126,98.71175492837554
100.13909694720992,99.40471173583421,98.6703265244585
100.05282068201983,99.49543547064413,98.58605025926842
100.10071157672849,99.54232636535278,98.63594115397706
100.1983080223045,99.63892281092879,98.73553759955308
99.95310023721527,99.56271502583955,98.49232981446383
99.99181997471514,99.43043476333943,98.53304955196371
100.09267808717217,99.53029287579646,98.63590766442076
100.02739719668385,99.46401198530813,98.57262677393241
99.72572548588886,99.32334027451314,98.27295506313743
99.85909555468233,99.45371034330661,98.40832513193091
99.8093499608232,99.40096474944748,98.36057953807176
99.73734754301039,99.32596233163467,98.29057712025896
99.79646873137378,99.22808351999807,98.35169830862236
99.74710813442356,99.17772292304784,98.30433771167212
99.77984515247462,99.05945994109891,98.3390747297232
99.82883247495164,99.10944726357593,98.39006205220022
99.92452789338623,99.06014268201051,98.48775747063479
99.98659803253621,99.12521282116049,98.55182760978478
100.10046153260586,99.24207632123016,98.66769110985445
100.06485526203802,99.2094700506623,98.63408483928659
100.1687906078372,99.31640539646148,98.74002018508577
100.10894838822891,99.2595631768532,98.68217796547749
99.99428158241273,99.281896371037,98.56951115966129
100.0372892785642,99.32590406718849,98.61451885581278
100.29230878897926,99.45192357760355,98.87153836622784
100.20459084802562,99.3672056366499,98.78582042527418
100.26417634831374,99.42979113693802,98.84740592556231
100.25415847453822,99.42277326316251,98.8393880517868
100.29670792937154,99.46832271799582,98.8839375066201
100.28730778388041,99.5819225725047,98.87653736112898
100.36432144071239,99.65993622933668,98.95555101796097
100.24399504320004,99.54060983182433,98.83722462044861
100.12041710751517,99.41803189613945,98.71564668476374
100.3094138492007,99.49602863782499,98.90664342644928
100.45779979507414,99.53741458369842,99.0570293723227
100.3940466908215,99.47866147944579,98.99527626807007
100.4520258374446,99.54164062606888,99.05525541469318
100.50696156087858,99.60157634950286,99.11219113812714
100.43315064926115,99.53276543788544,99.04038022650973
100.46073269089581,99.66534747952011,99.0699622681444
100.5527751559666,99.76038994459088,99.16400473321517
100.62133596378764,99.73595075241194,99.23456554103622
100.74308880748666,99.86270359611095,99.35831838473524
100.87739208704849,100.00200687567278,99.49462166429706
100.98341770297945,100.11303249160375,99.60264728022803
100.90202887299215,100.03664366161644,99.52325845024073
100.796704101252,100.02231888987629,99.41993367850057
100.90714147926198,100.05175626788626,99.53237105651056
100.76689162135114,99.91650640997543,99.39412119859972
100.808897703353,99.96351249197728,99.43812728060156
100.97064132813362,100.05225611675792,99.6018709053822
100.943364997475,100.0319797860993,99.57659457472359
101.05623856862684,100.15185335725113,99.6914681458754
101.01248222857679,100.11509701720108,99.64971180582536
101.06736011944764,100.10697490807193,99.70658969669623
101.07396553924832,100.19058032787261,99.71519511649689
101.12583374426052,100.18344853288481,99.7690633215091
101.24319783635245,100.30981262497674,99.88842741360104
